luogo_di_residenza,n_clienti,lat,lon,n_polizze_casa,penetrazione_casa,n_polizze_salute,penetrazione_salute,NDVI_mean,protection_gap_casa,protection_gap_salute,valore_immobiliare_medio,pg_casa_norm,pg_salute_norm,aff_norm,ndvi_norm,potential_score_casa,potential_score_salute
martinetto del rame,1,42.19258081091209,10.69858874358532,0.0,0.0,1.0,1.0,0.0,1.0,0.0,212808.52624656924,1.0,0.0,0.16743802771096208,0.0,0.0,0.0
martiniana po,1,40.2226645842248,13.995771847922072,1.0,1.0,1.0,1.0,0.0,0.0,0.0,233963.82514793903,0.0,0.0,0.19885307217540102,0.0,0.0,0.0
martirano lombardo,1,41.14313422210349,10.81289236434435,0.0,0.0,1.0,1.0,0.0,1.0,0.0,377625.45692955377,1.0,0.0,0.41218669470157837,0.0,0.0,0.0
martiri di pizzocalvo,1,42.45248789496624,12.124012518971847,0.0,0.0,0.0,0.0,0.6293840608942315,1.0,1.0,147301.3041443185,1.0,1.0,0.07016158152703067,0.6934265829143045,0.41882240693033956,0.41882240693033956
martis,2,41.9253449581355,13.223851052619489,0.0,0.0,1.0,0.5,0.8285662918784781,1.0,0.5,207161.79979988688,1.0,0.5,0.15905279225633265,0.9128764584202314,0.5656460918206238,0.3999721872780316
marzanello,1,43.25606694207972,13.107441307593126,0.0,0.0,1.0,1.0,0.8467983611266435,1.0,0.0,517343.8827850004,1.0,0.0,0.6196647634924696,0.932963718749401,0.8543188549071326,0.0
marzano appio,1,41.164917312925056,13.230046385220597,1.0,1.0,0.0,0.0,0.0,0.0,1.0,396488.1168750036,0.0,1.0,0.4401972325657127,0.0,0.0,0.0
marzano di nola,1,42.83649536326092,10.339037893101288,0.0,0.0,0.0,0.0,0.0,1.0,1.0,202418.0845721669,1.0,1.0,0.15200850394349724,0.0,0.0,0.0
marzocca di senigallia,1,40.819284988303416,11.205699647194232,1.0,1.0,1.0,1.0,0.0,0.0,0.0,531619.0103580786,0.0,0.0,0.6408629403433178,0.0,0.0,0.0
mas,1,40.30191165769612,10.274403939580584,1.0,1.0,0.0,0.0,0.0,0.0,1.0,291476.98082516284,0.0,1.0,0.28425854677132817,0.0,0.0,0.0
masciago,1,43.3759738877681,11.049633505957209,1.0,1.0,0.0,0.0,0.7730364286215275,0.0,1.0,401885.52293688175,0.0,1.0,0.448212234018401,0.8516961939037508,0.0,0.761205737793144
masella,1,43.46941855646144,10.934436128144949,1.0,1.0,1.0,1.0,0.8355516202551454,0.0,0.0,231989.41247541888,0.0,0.0,0.19592112296553396,0.9205725738570993,0.0,0.0
maser,2,42.36182218484025,11.09694872079581,0.0,0.0,1.0,0.5,0.0,1.0,0.5,193779.80652376573,1.0,0.5,0.1391808955862767,0.0,0.0,0.0
masera,1,43.74397671600711,12.712490006146586,1.0,1.0,0.0,0.0,0.6223718886537369,0.0,1.0,290973.2227506073,0.0,1.0,0.2835104797085434,0.6857008921355706,0.0,0.6353275349257069
masera' di padova,3,45.119433859019246,11.960332922919092,1.0,0.3333333333333333,2.0,0.6666666666666666,0.5235375598981705,0.6666666666666667,0.33333333333333337,305336.8002342466,0.6666666666666667,0.33333333333333337,0.30484000227500185,0.5768097474087284,0.512132663207261,0.36213247902098067
masone,2,42.31673493419275,12.49524722913188,0.0,0.0,0.0,0.0,0.5378763679131433,1.0,1.0,233197.12669763714,1.0,1.0,0.19771454579393302,0.5926075905106968,0.5538154004489996,0.5538154004489996
massa lombarda,1,40.91930690319048,12.210649071106992,1.0,1.0,1.0,1.0,0.0,0.0,0.0,206123.52736833817,0.0,0.0,0.15751098588643106,0.0,0.0,0.0
massa lubrense,1,41.9768497890012,13.312997009748871,1.0,1.0,0.0,0.0,0.8790201677993542,0.0,1.0,288966.94620611466,0.0,1.0,0.2805312135139581,0.9684642321634799,0.0,0.6785956545372087
massa martana,1,42.824232458552125,11.96181763407914,1.0,1.0,1.0,1.0,0.7327952909881532,0.0,0.0,159708.7690237572,0.0,0.0,0.08858632998819717,0.8073603482802559,0.0,0.0
massa san giorgio,1,43.811478081432334,11.11742529296304,0.0,0.0,1.0,1.0,0.461243271167568,1.0,0.0,159537.82592747576,1.0,0.0,0.08833248413162918,0.5081767481742626,0.4217344623724965,0.0
massafra,1,41.82919919198759,12.203776775362412,0.0,0.0,1.0,1.0,0.1137787001388651,1.0,0.0,180216.90902026545,1.0,0.0,0.11904036105043517,0.1253561698617329,0.348608051542677,0.0
massalengo,1,40.50610765619631,10.195366493282975,0.0,0.0,1.0,1.0,0.0,1.0,0.0,232657.5269535594,1.0,0.0,0.196913254825073,0.0,0.0,0.0
massaua,2,41.31243736147326,12.305074645099703,1.0,0.5,1.0,0.5,0.0,0.5,0.5,229528.5292492931,0.5,0.5,0.1922667781921057,0.0,0.0,0.0
massenzatica,1,41.49377836458174,11.534138049735908,1.0,1.0,0.0,0.0,0.0,0.0,1.0,228893.05859361123,0.0,1.0,0.1913231215225798,0.0,0.0,0.0
massicelle,1,41.9595765685233,11.51476265333201,1.0,1.0,1.0,1.0,0.0,0.0,0.0,495471.4290834432,0.0,0.0,0.5871847636217842,0.0,0.0,0.0
massignano,1,41.33630886967139,11.089785764435328,0.0,0.0,0.0,0.0,0.0,1.0,1.0,151939.3435922321,1.0,1.0,0.07704894417613947,0.0,0.0,0.0
massimino,1,42.156356020827175,13.187091442279382,1.0,1.0,1.0,1.0,0.8335665493041148,0.0,0.0,227397.5511643581,0.0,0.0,0.1891023335958328,0.9183855134405076,0.0,0.0
mastromarco,1,42.86973780351301,13.050613959645936,0.0,0.0,0.0,0.0,0.7865429715791079,1.0,1.0,142660.1291887181,1.0,1.0,0.06326956273414154,0.866577085416563,0.4245412458935213,0.4245412458935213
matelica,1,42.95147807424612,13.336578388002703,1.0,1.0,1.0,1.0,0.7839762856159054,0.0,0.0,451738.8801154948,0.0,0.0,0.5222431158210814,0.8637492281709427,0.0,0.0
matierno,2,42.78768859902747,13.895724658922152,2.0,1.0,0.0,0.0,0.5449069722267207,0.0,1.0,358207.688117294,0.0,1.0,0.38335183524242705,0.6003535889048408,0.0,0.6772682027159503
matigge,1,40.2326710348837,11.488981180744286,0.0,0.0,1.0,1.0,0.0,1.0,0.0,120639.19493666248,1.0,0.0,0.030569073277477786,0.0,0.0,0.0
matonti,1,40.309949160543,12.37303788070151,0.0,0.0,1.0,1.0,0.0,1.0,0.0,195642.48640741687,1.0,0.0,0.14194692463841777,0.0,0.0,0.0
mattarana,1,43.22976062065625,13.584365199693972,0.0,0.0,0.0,0.0,0.4006785982874716,1.0,1.0,255284.3737363387,1.0,1.0,0.23051350793825556,0.4414493606060135,0.5467453427875251,0.5467453427875251
mazara del vallo,2,41.0722898515388,12.210121452798353,0.0,0.0,2.0,1.0,0.0,1.0,0.0,194336.3758398455,1.0,0.0,0.14000738590880563,0.0,0.0,0.0
mazzarrone,1,41.52060056783068,11.348951003343368,1.0,1.0,0.0,0.0,0.0,0.0,1.0,168866.67213420058,0.0,1.0,0.10218556745380321,0.0,0.0,0.0
mazze',1,42.82184332113395,11.710405334813348,0.0,0.0,1.0,1.0,0.5445911703670216,1.0,0.0,321008.4335656885,1.0,0.0,0.3281119522593981,0.6000056528542552,0.6463052498807177,0.0
mazzo di valtellina,1,40.12753918083437,10.304399955923095,1.0,1.0,1.0,1.0,0.0,0.0,0.0,356014.5813847588,0.0,0.0,0.38009513129137146,0.0,0.0,0.0
mazzolla,1,41.16663508200375,10.493022479803528,1.0,1.0,0.0,0.0,0.0,0.0,1.0,274602.7657356636,0.0,1.0,0.25920079552845626,0.0,0.0,0.0
mechel,1,41.81905737021064,12.69914520866964,1.0,1.0,0.0,0.0,0.5518650099722299,0.0,1.0,238287.687414852,0.0,1.0,0.2052738902411947,0.6080196367720238,0.0,0.5629679033375613
mede,2,43.74749271827594,12.288566799406931,2.0,1.0,1.0,0.5,0.6707576406076357,0.0,0.5,298399.362119311,0.0,0.5,0.2945380950381401,0.7390101014464329,0.0,0.4612724526976652
mediano,2,42.70401210455742,12.846615616462508,2.0,1.0,1.0,0.5,0.8453929100507563,0.0,0.5,260605.26874576195,0.0,0.5,0.2384148925554599,0.931415257011077,0.0,0.45343358638201614
mediis,1,41.91781991259906,11.469110805122837,0.0,0.0,0.0,0.0,0.0,1.0,1.0,166760.29885748716,1.0,1.0,0.09905766032967492,0.0,0.0,0.0
melag,1,42.402067441734616,12.660146698185022,1.0,1.0,1.0,1.0,0.5797608697564026,0.0,0.0,212710.94182539967,0.0,0.0,0.16729311749511636,0.6387540196861888,0.0,0.0
melano,1,42.64389528259871,11.291604274311604,0.0,0.0,0.0,0.0,0.6801321549474009,1.0,1.0,116978.67120633132,1.0,1.0,0.025133294927683764,0.7493385127440888,0.31261545090364806,0.31261545090364806
melazzo,1,41.59351070263772,11.276381359491952,0.0,0.0,0.0,0.0,0.0,1.0,1.0,147333.41525402968,1.0,1.0,0.07020926565307785,0.0,0.0,0.0
meleti,1,43.59844995748926,13.643296881321584,1.0,1.0,1.0,1.0,0.0,0.0,0.0,106322.00845663468,0.0,0.0,0.009308440091783856,0.0,0.0,0.0
meleto,1,41.80038107436344,10.088537804117989,1.0,1.0,1.0,1.0,0.0,0.0,0.0,256181.85746165848,0.0,0.0,0.23184624690207167,0.0,0.0,0.0
melicucco,2,41.68124868227241,11.611029680544661,1.0,0.5,1.0,0.5,0.0,0.5,0.5,229547.31477070117,0.5,0.5,0.19229467418133628,0.0,0.0,0.0
mendicino,1,41.1688729218476,13.643080646575662,0.0,0.0,0.0,0.0,0.0,1.0,1.0,292944.476388777,1.0,1.0,0.28643773783817345,0.0,0.0,0.0
mentana,1,43.02016771498512,11.84215798909656,0.0,0.0,1.0,1.0,0.5723363505368634,1.0,0.0,106907.7943760922,1.0,0.0,0.010178316277045836,0.6305740238584079,0.230276700356794,0.0
mentoulles,2,41.843856172837924,13.683210207283249,0.0,0.0,0.0,0.0,0.8586366147325163,1.0,1.0,206855.99197624822,1.0,1.0,0.15859867594145705,0.946006565328531,0.5692049881064809,0.5692049881064809
merano,1,40.70817317811359,10.114080099354592,1.0,1.0,1.0,1.0,0.0,0.0,0.0,253944.71428745613,0.0,0.0,0.22852415003080825,0.0,0.0,0.0
mercatale valdarno,1,41.491108183157145,10.970777593822936,1.0,1.0,1.0,1.0,0.0,0.0,0.0,235618.2212597441,0.0,0.0,0.20130980548162652,0.0,0.0,0.0
mercatale vernio,1,43.06205159596444,10.635632670677412,0.0,0.0,0.0,0.0,0.6820445982813872,1.0,1.0,234103.63416233464,1.0,1.0,0.1990606847657144,0.7514455553727489,0.5819359029390304,0.5819359029390304
mercatello,2,40.99605080576889,11.939836757705145,1.0,0.5,2.0,1.0,0.0,0.5,0.0,308894.78560983,0.5,0.0,0.3101235139520947,0.0,0.0,0.0
mercato,1,41.29298713577603,13.752732608178036,0.0,0.0,1.0,1.0,0.6285280296936727,1.0,0.0,217384.79976467253,1.0,0.0,0.17423366963135778,0.6924834468751934,0.5500744895067141,0.0
mercato san severino,1,42.71044472839838,10.691280205825809,0.0,0.0,2.0,2.0,0.0,1.0,0.0,204672.05346014912,1.0,0.0,0.15535558654287562,0.0,0.0,0.0
merella,1,42.23083530500018,11.389108156122033,0.0,0.0,0.0,0.0,0.0,1.0,1.0,130625.59913884332,1.0,1.0,0.04539861236903169,0.0,0.0,0.0
mergozzo,1,40.08792725923849,13.210789621344087,0.0,0.0,0.0,0.0,0.0,1.0,1.0,169458.97436152422,1.0,1.0,0.10306512017931699,0.0,0.0,0.0
merici,2,40.75495217062728,11.625247411148683,1.0,0.5,1.0,0.5,0.0,0.5,0.5,156265.8488252713,0.5,0.5,0.08347368697486938,0.0,0.0,0.0
mernicco,1,43.89190952168122,10.612453783088794,0.0,0.0,1.0,1.0,0.639179428371672,1.0,0.0,438231.2856743494,1.0,0.0,0.5021847048312602,0.7042186709576859,0.7582292802815475,0.0
mesero,1,40.98663446322163,11.883841009738934,1.0,1.0,1.0,1.0,0.0,0.0,0.0,216445.50768557508,0.0,0.0,0.17283884639735322,0.0,0.0,0.0
messigno,1,40.82797031375371,12.066290513783915,1.0,1.0,1.0,1.0,0.0,0.0,0.0,267599.82405729056,0.0,0.0,0.2488016172784285,0.0,0.0,0.0
messina,50,41.87366252399916,11.776549422602919,24.0,0.48,14.0,0.28,0.0,0.52,0.72,525607.5425602456,0.52,0.72,0.6319360738856078,0.0,0.0,0.0
mestre,1,41.93615576091139,13.913077943995953,0.0,0.0,1.0,1.0,0.5634147514798369,1.0,0.0,419867.0729651641,1.0,0.0,0.4749143475792472,0.6207446139120301,0.7270548553432886,0.0
metanopoli,1,41.29731750940607,12.705934998082418,0.0,0.0,0.0,0.0,0.0,1.0,1.0,245674.8489650449,1.0,1.0,0.2162436245686202,0.0,0.0,0.0
metaponto lido,1,41.89859263112722,13.724632364442488,1.0,1.0,1.0,1.0,0.7824972501168206,0.0,0.0,162081.03267488698,0.0,0.0,0.0921090770989359,0.8621196944794124,0.0,0.0
mezzana corti,1,40.10994077931748,11.094782063865395,0.0,0.0,0.0,0.0,0.0,1.0,1.0,132054.76770311515,1.0,1.0,0.04752088888249996,0.0,0.0,0.0
mezzana salice,1,40.7305559028072,10.464983010759752,0.0,0.0,1.0,1.0,0.0,1.0,0.0,227873.52117795887,1.0,0.0,0.1898091361425952,0.0,0.0,0.0
mezzane di sotto,1,41.34641711277568,10.537658707755895,0.0,0.0,0.0,0.0,0.0,1.0,1.0,254972.2438705469,1.0,1.0,0.23005000356243727,0.0,0.0,0.0
mezzano scotti,1,43.57509675104778,12.119236228280217,1.0,1.0,0.0,0.0,0.4354995703263571,0.0,1.0,113340.81923845856,0.0,1.0,0.01973118352956168,0.47981351558695223,0.0,0.26592577664989403
mezzocammino,1,41.36620492742042,11.23723066194119,1.0,1.0,0.0,0.0,0.0,0.0,1.0,159660.90437060746,0.0,1.0,0.08851525227788051,0.0,0.0,0.0
mezzolago,1,40.340801910238646,12.600369804559726,1.0,1.0,1.0,1.0,0.0,0.0,0.0,222309.2349266063,0.0,0.0,0.18154632213963215,0.0,0.0,0.0
mezzoldo,1,40.91240151160954,13.68889327261944,1.0,1.0,0.0,0.0,0.0,0.0,1.0,141598.91290900734,0.0,1.0,0.06169368537268572,0.0,0.0,0.0
mezzomonte di sopra,1,40.66480214723498,11.397896478130502,2.0,2.0,1.0,1.0,0.0,0.0,0.0,260046.70475394765,0.0,0.0,0.2375854401936242,0.0,0.0,0.0
miagliano,1,42.36139076183509,12.03344218766512,0.0,0.0,0.0,0.0,0.4095798130100764,1.0,1.0,381672.7113735447,1.0,1.0,0.41819675766072856,0.4512563120246952,0.6565969429242484,0.6565969429242484
miano,1,43.29934510861503,12.79877880382946,2.0,2.0,0.0,0.0,0.8445147403927854,0.0,1.0,379696.6709693213,0.0,1.0,0.415262391313478,0.9304477298317573,0.0,0.7572428411635128
miazzina,1,41.312771014437246,11.736077464695502,1.0,1.0,1.0,1.0,0.0,0.0,0.0,502070.6481300551,0.0,0.0,0.5969844247254362,0.0,0.0,0.0
michellorie,1,40.696437341336335,10.39358259885359,1.0,1.0,1.0,1.0,0.0,0.0,0.0,202756.2459661715,0.0,0.0,0.1525106644319091,0.0,0.0,0.0
migazzone,1,43.10093815559623,11.370364331244527,1.0,1.0,0.0,0.0,0.8164818160314957,0.0,1.0,515826.86573979305,0.0,1.0,0.6174120343700551,0.899562335433104,0.0,0.8471860184248646
migliandolo,1,41.86095726071974,12.80426873243951,1.0,1.0,1.0,1.0,0.6111928880405787,0.0,0.0,308571.66968307854,0.0,0.0,0.3096436955740424,0.6733843803628298,0.0,0.0
migliaro,1,40.88128411484971,11.576453534050913,0.0,0.0,0.0,0.0,0.0,1.0,1.0,234558.1680123108,1.0,1.0,0.19973565519152434,0.0,0.0,0.0
mignagola,1,43.59174117377495,13.239697681211595,1.0,1.0,1.0,1.0,0.4075458119396294,0.0,0.0,392878.0022742667,0.0,0.0,0.4348363104046683,0.44901534263961074,0.0,0.0
milano,761,45.48587580299478,9.189156111537407,381.0,0.5006570302233903,386.0,0.507227332457293,0.2314202654307999,0.49934296977660975,0.492772667542707,304987.6575448355,0.49934296977660975,0.492772667542707,0.30432153486107316,0.25496826793929334,0.3762673219425425,0.37378368211433066
miliscola,2,42.22089792581802,12.246932865948695,1.0,0.5,1.0,0.5,0.735095045698734,0.5,0.5,306218.7595696978,0.5,0.5,0.306149687941378,0.8098941128758087,0.4752813762256255,0.4752813762256255
milland,1,41.58498938726562,13.85527064475272,1.0,1.0,1.0,1.0,0.8029328105460192,0.0,0.0,282420.089482552,0.0,0.0,0.27080930903830386,0.8846346606484387,0.0,0.0
millepini,1,43.29235011602752,10.167890904974024,0.0,0.0,1.0,1.0,0.0,1.0,0.0,304992.1494697448,1.0,0.0,0.3043282052475997,0.0,0.0,0.0
milo,1,41.14161627385369,12.343233576860978,1.0,1.0,0.0,0.0,0.0,0.0,1.0,207054.21294241963,0.0,1.0,0.15889302869416885,0.0,0.0,0.0
minozzo,1,40.9559907208462,11.125138254212136,0.0,0.0,0.0,0.0,0.0,1.0,1.0,277139.00873179897,1.0,1.0,0.26296704751419664,0.0,0.0,0.0
minturno,1,40.5123829854648,11.353070023977994,1.0,1.0,1.0,1.0,0.0,0.0,0.0,410030.7353263089,0.0,0.0,0.46030765325965706,0.0,0.0,0.0
mira,1,43.09870707349381,13.436153478185195,0.0,0.0,0.0,0.0,0.6121109738589209,1.0,1.0,166899.35737232643,1.0,1.0,0.09926415844852454,0.6743958853426835,0.46219018846620236,0.46219018846620236
mirabella,1,43.81229107448855,13.461717620330743,0.0,0.0,0.0,0.0,0.0,1.0,1.0,267915.5344794373,1.0,1.0,0.24927043868321536,0.0,0.0,0.0
mirabello di pavia,1,41.13768129561517,11.06898790028421,1.0,1.0,1.0,1.0,0.0,0.0,0.0,187601.0811729897,0.0,0.0,0.13000565620378723,0.0,0.0,0.0
miradolo terme,1,42.85339834353821,13.580827350748798,0.0,0.0,0.0,0.0,0.4010307306733202,1.0,1.0,180739.8419919696,1.0,1.0,0.119816902314853,0.4418373239692825,0.4493739636833085,0.4493739636833085
miranda,1,40.88658925847024,11.077960200533454,1.0,1.0,1.0,1.0,0.0,0.0,0.0,214289.83351652927,0.0,0.0,0.16963772878671848,0.0,0.0,0.0
mirano,2,41.966015945168536,11.394235974024348,1.0,0.5,0.0,0.0,0.0,0.5,1.0,233885.03544769087,0.5,1.0,0.19873607160981338,0.0,0.0,0.0
mirasole,1,42.41721767928591,12.520074722475307,0.0,0.0,1.0,1.0,0.5803020589052785,1.0,0.0,100059.11701252566,1.0,0.0,8.216345954416152e-06,0.6393502771473043,0.027261602853848613,0.0
mirto,1,41.005496029161655,11.237307096867248,0.0,0.0,0.0,0.0,0.0,1.0,1.0,290220.4314264036,1.0,1.0,0.28239260503172786,0.0,0.0,0.0
miseno,1,40.7138026963935,10.31835258948817,1.0,1.0,1.0,1.0,0.0,0.0,0.0,232971.5721312892,0.0,0.0,0.19737960338711508,0.0,0.0,0.0
missanello,1,41.31280700215047,11.87110505994414,0.0,0.0,0.0,0.0,0.0,1.0,1.0,213478.1625725536,1.0,1.0,0.16843241947322837,0.0,0.0,0.0
mistretta,1,41.74419688248757,11.095191965607649,0.0,0.0,0.0,0.0,0.0,1.0,1.0,448830.9499653992,1.0,1.0,0.5179249185036794,0.0,0.0,0.0
mocaiana stazione,1,41.99410449658559,11.871159081890166,0.0,0.0,0.0,0.0,0.0,1.0,1.0,164601.93299359034,1.0,1.0,0.09585254562527075,0.0,0.0,0.0
moconesi,1,40.392030739122966,10.176263446281526,0.0,0.0,1.0,1.0,0.0,1.0,0.0,243500.79283294507,1.0,0.0,0.21301521024195333,0.0,0.0,0.0
modena,1,45.09546373102148,10.786449694573603,1.0,1.0,1.0,1.0,0.55829288000236,0.0,0.0,143904.04500479094,0.0,0.0,0.0651167439464768,0.6151015700896193,0.0,0.0
moggio di sopra,1,41.70172477702538,13.02197862805686,0.0,0.0,0.0,0.0,0.7439150292413813,1.0,1.0,266704.4242503537,1.0,1.0,0.24747197287682898,0.8196115674942951,0.6320907312008949,0.6320907312008949
moggiona di poppi,1,43.880297826666826,13.460284397501574,1.0,1.0,0.0,0.0,0.0,0.0,1.0,345003.5424872837,0.0,1.0,0.36374403749796497,0.0,0.0,0.0
moglia di sermide,1,42.056322782477096,13.31672711979967,0.0,0.0,0.0,0.0,0.6553860133816477,1.0,1.0,202482.4255078136,1.0,1.0,0.15210404848596143,0.7220743453581633,0.5325478247799897,0.5325478247799897
mogorella,1,41.71340720227538,10.108426609344932,0.0,0.0,0.0,0.0,0.0,1.0,1.0,151250.9021933969,1.0,1.0,0.07602662739128102,0.0,0.0,0.0
moio de' calvi,1,41.697488104214536,12.858784356026488,0.0,0.0,0.0,0.0,0.4681822366960572,1.0,1.0,266211.64993002685,1.0,1.0,0.24674021639084523,0.5158217831447128,0.5756677737722745,0.5756677737722745
moladi,1,43.940038991317785,10.385002332950902,1.0,1.0,1.0,1.0,0.8532635379504526,0.0,0.0,294696.3794930709,0.0,0.0,0.28903926638075605,0.9400867549866089,0.0,0.0
molare,1,41.71077163646482,12.564477860207916,0.0,0.0,0.0,0.0,0.2920796256218497,1.0,1.0,191859.90529632889,1.0,1.0,0.1363298943922754,0.3217999776576561,0.438424213346353,0.438424213346353
molassana,2,42.16233415063397,11.016842212924221,2.0,1.0,2.0,1.0,0.0,0.0,0.0,408020.36568708194,0.0,0.0,0.4573223089305262,0.0,0.0,0.0
molazzana,2,43.169128305911315,12.456559088036151,2.0,1.0,0.0,0.0,0.372882719074619,0.0,1.0,209505.0941250092,0.0,1.0,0.16253252070451915,0.4108251317142268,0.0,0.48530356530011765
moletolo,1,43.00061929517969,12.524696816036029,0.0,0.0,0.0,0.0,0.5745990504262086,1.0,1.0,233029.1590231777,1.0,1.0,0.19746511835798267,0.6330669631460663,0.5609666554429799,0.5609666554429799
molfetta,1,41.40486807855395,13.348959998061837,1.0,1.0,1.0,1.0,0.7337064530423447,0.0,0.0,284040.1195046075,0.0,0.0,0.27321500963435186,0.8083642249733223,0.0,0.0
molin nuovo,1,40.54167539927131,11.16517498882202,1.0,1.0,0.0,0.0,0.0,0.0,1.0,522111.0226695774,0.0,1.0,0.6267438367847165,0.0,0.0,0.0
molinello,3,42.31436552882599,11.261213261310779,2.0,0.6666666666666666,1.0,0.3333333333333333,0.0,0.33333333333333337,0.6666666666666667,142886.74160305297,0.33333333333333337,0.6666666666666667,0.06360607601649762,0.0,0.0,0.0
molini di triora,1,40.903913538620735,12.557873757968416,0.0,0.0,1.0,1.0,0.0,1.0,0.0,282909.0875551143,1.0,0.0,0.271535457898889,0.0,0.0,0.0
molini di tures,1,41.903175166938944,13.34445121971075,1.0,1.0,0.0,0.0,0.855371238313716,0.0,1.0,186057.5365667745,0.0,1.0,0.12771353437354657,0.9424089228829938,0.0,0.5329898701554496
molino,1,40.88044530361901,11.402082137144648,1.0,1.0,0.0,0.0,0.0,0.0,1.0,259824.1952002408,0.0,1.0,0.23725501954790076,0.0,0.0,0.0
molino del pallone,1,40.79662759038827,11.699176725325646,0.0,0.0,0.0,0.0,0.0,1.0,1.0,161402.15656064468,1.0,1.0,0.09110096450198334,0.0,0.0,0.0
molino del piano,1,43.565815492579,13.390724791848866,1.0,1.0,1.0,1.0,0.4950103615534867,0.0,0.0,166957.21863938292,0.0,0.0,0.09935008085906684,0.5453797845333308,0.0,0.0
molino di bascio,1,40.2706734476,12.831340388919074,0.0,0.0,0.0,0.0,0.0,1.0,1.0,268249.6621817879,1.0,1.0,0.24976660924904298,0.0,0.0,0.0
molochio,1,40.877557556784986,11.857400999528569,1.0,1.0,0.0,0.0,0.0,0.0,1.0,117631.33960112066,0.0,1.0,0.026102489772835007,0.0,0.0,0.0
mologno,1,40.55780094482064,12.27682585251771,0.0,0.0,0.0,0.0,0.0,1.0,1.0,191988.73705491985,1.0,1.0,0.136521206055771,0.0,0.0,0.0
moltrasio,1,42.70646893421002,11.453615727997708,1.0,1.0,1.0,1.0,0.6718630902607685,0.0,0.0,300508.4101410842,0.0,0.0,0.2976699740860581,0.7402280353332025,0.0,0.0
molveno,2,43.44631234210148,11.845775232594155,1.0,0.5,2.0,1.0,0.599842336542654,0.5,0.0,188218.23705321221,0.5,0.0,0.1309221159290348,0.6608788616685431,0.3536822616864093,0.0
mombaruzzo,1,43.10261854130413,11.1525979561335,0.0,0.0,0.0,0.0,0.8594732362610155,1.0,1.0,282966.0771265308,1.0,1.0,0.271620085865074,0.9469283166783753,0.6690398484546367,0.6690398484546367
mombercelli,1,41.11906772354816,12.259810430609893,0.0,0.0,0.0,0.0,0.0,1.0,1.0,233903.11112970387,1.0,1.0,0.19876291350681569,0.0,0.0,0.0
monacilioni,1,42.66109134494764,10.314794306830038,0.0,0.0,0.0,0.0,0.0,1.0,1.0,127427.68087515022,1.0,1.0,0.040649790576631734,0.0,0.0,0.0
monasterace marina,1,43.5411313163876,11.446361065681238,0.0,0.0,0.0,0.0,0.6487059779533215,1.0,1.0,189338.06698718303,1.0,1.0,0.13258503297560156,0.7147145877338132,0.5100055234024252,0.5100055234024252
monastero di lanzo,2,42.533267988625724,12.118918194507483,0.0,0.0,2.0,1.0,0.4273520711616915,1.0,0.0,272508.2913319048,1.0,0.0,0.25609055790759006,0.4708369735102048,0.5715999495254112,0.0
monastero di vasco,1,42.42835831487501,12.525230212367957,0.0,0.0,0.0,0.0,0.6421403922566808,1.0,1.0,231233.5675376814,1.0,1.0,0.19479871375553193,0.7074809255912036,0.5712402131666947,0.5712402131666947
monasterolo torinese,1,40.84817344877184,12.086165796774056,0.0,0.0,0.0,0.0,0.0,1.0,1.0,141512.51524627453,1.0,1.0,0.06156538718937813,0.0,0.0,0.0
monastir,1,43.06140797567861,13.582676850551572,2.0,2.0,1.0,1.0,0.6418271363723759,0.0,0.0,425121.5779118639,0.0,0.0,0.4827171447559159,0.7071357945799054,0.0,0.0
moncalieri,2,42.784874850178156,11.061521013489024,1.0,0.5,2.0,1.0,0.4224915377077534,0.5,0.0,284799.68091472494,0.5,0.0,0.2743429377049293,0.4654818599737796,0.411674237534982,0.0
moncerrato,2,41.920312579116114,11.380073674876533,0.0,0.0,1.0,0.5,0.0,1.0,0.5,224542.45038461522,1.0,0.5,0.1848625864589928,0.0,0.0,0.0
moncestino,1,43.37467350167776,12.049138972200852,1.0,1.0,1.0,1.0,0.8341451693743495,0.0,0.0,380184.444083393,0.0,0.0,0.4159867211439645,0.9190230105794379,0.0,0.0
monchiero,1,42.91874722317722,10.837713544555736,1.0,1.0,1.0,1.0,0.4714060389884618,0.0,0.0,227668.0603203445,0.0,0.0,0.18950403234766655,0.5193736211185523,0.0,0.0
moncigoli,2,41.86432049563691,11.668402618666919,2.0,1.0,2.0,1.0,0.0,0.0,0.0,284602.14993160754,0.0,0.0,0.2740496095583184,0.0,0.0,0.0
moncioni,1,42.586389135209885,11.402874037817003,0.0,0.0,0.0,0.0,0.4205082398029311,1.0,1.0,154753.43589375593,1.0,1.0,0.08122779483627751,0.46329675301843665,0.40372277549775115,0.40372277549775115
monclassico,1,41.465145544826086,10.211743742275273,0.0,0.0,0.0,0.0,0.0,1.0,1.0,367599.44232879207,1.0,1.0,0.39729833524362484,0.0,0.0,0.0
mondadizza,1,43.54834569706047,13.119502183430496,1.0,1.0,1.0,1.0,0.3776412632783341,0.0,0.0,568687.942016779,0.0,0.0,0.6959092973688815,0.416067878157695,0.0,0.0
mondaino,1,41.157409640888986,11.014004064423093,1.0,1.0,0.0,0.0,0.0,0.0,1.0,270290.96919096616,0.0,1.0,0.2527978947325468,0.0,0.0,0.0
