codice_cliente,next_best_action,nba_expected_value,priority_score,nba_reason,churn_score_model,cross_sell_score,clv_stimato,potenziale_crescita,engagement_score,satisfaction_score,reclami_totali,mesi_da_ultima_visita,multi_polizza_flag,valore_atteso_euro
18215,Retention (anti-churn),360.4244647818519,360.4244647818519,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.03,0.91,12221,79.3,67.6,78.3,0,10.9,1,360
12756,Retention (anti-churn),359.90783867349353,359.90783867349353,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.07,0.84,5385,59.1,75.3,87.5,0,3.2,1,360
19343,Retention (anti-churn),359.3763109874477,359.3763109874477,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.02,0.9,16610,66.3,77.5,92.1,0,1.6,1,359
14330,Retention (anti-churn),358.98086667841966,358.98086667841966,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.06,0.77,5800,63.3,69.1,80.6,0,7.2,1,359
11694,Retention (anti-churn),358.802742417528,358.802742417528,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.06,0.42,5732,47.2,59.0,81.2,0,8.9,1,359
17564,Retention (anti-churn),359.49469871490606,359.49469871490606,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.02,0.98,21444,80.1,78.4,82.0,0,2.8,1,359
13584,Retention (anti-churn),358.83839452997034,358.83839452997034,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.05,0.72,6627,80.0,43.1,77.7,0,10.8,1,359
13187,Retention (anti-churn),358.255419983564,358.255419983564,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.03,0.98,12690,69.1,100.0,72.8,1,1.5,1,358
10926,Retention (anti-churn),357.5314310847365,357.5314310847365,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.03,0.92,12119,74.2,75.0,87.6,0,3.2,1,358
19350,Retention (anti-churn),357.70414026932224,357.70414026932224,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.02,0.99,20146,67.5,96.3,83.0,0,1.8,1,358
9832,Retention (anti-churn),357.87488751997785,357.87488751997785,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.03,0.92,10339,69.0,70.7,80.8,0,3.4,1,358
12662,Retention (anti-churn),358.07065527051424,358.07065527051424,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.03,0.81,12029,73.1,81.7,86.8,0,3.6,1,358
16185,Retention (anti-churn),358.239511288966,358.239511288966,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.02,0.95,14925,64.7,91.3,94.8,0,2.7,1,358
16417,Retention (anti-churn),358.1940546081326,358.1940546081326,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.02,0.96,20897,70.0,73.1,73.4,1,2.3,1,358
10085,Retention (anti-churn),358.2654608878227,358.2654608878227,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.03,0.91,12819,70.0,72.6,80.5,0,2.4,1,358
10373,Retention (anti-churn),357.922743081029,357.922743081029,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.05,0.86,6796,73.6,78.9,83.7,0,2.5,1,358
10182,Retention (anti-churn),357.1516478223026,357.1516478223026,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.03,0.88,13902,71.2,61.6,68.3,1,22.2,1,357
17631,Retention (anti-churn),356.89639974997414,356.89639974997414,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.11,0.56,3296,65.1,42.3,72.2,0,7.1,0,357
11553,Retention (anti-churn),356.96324022087,356.96324022087,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.02,0.98,17300,54.8,74.4,73.4,0,0.7,1,357
14411,Retention (anti-churn),356.21745284804075,356.21745284804075,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.05,0.95,6479,61.4,75.4,79.2,0,3.4,1,356
12805,Retention (anti-churn),355.89528689664684,355.89528689664684,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.04,0.9,8916,59.4,61.8,81.8,0,15.2,1,356
16294,Retention (anti-churn),355.50763532602326,355.50763532602326,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.17,0.08,2042,60.7,28.4,80.3,0,22.4,0,356
11520,Retention (anti-churn),355.8064321828483,355.8064321828483,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.05,0.76,7399,63.1,67.7,82.5,0,14.5,1,356
14438,Retention (anti-churn),355.90242900288524,355.90242900288524,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.12,0.07,3032,82.6,25.6,82.2,0,14.7,0,356
9624,Retention (anti-churn),355.64722905675393,355.64722905675393,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.03,0.98,13799,71.0,86.9,82.5,0,2.7,1,356
17048,Retention (anti-churn),356.1205611639529,356.1205611639529,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.09,0.86,3866,73.0,57.0,82.5,0,9.9,0,356
10004,Retention (anti-churn),354.9279213349804,354.9279213349804,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.01,0.9,27707,71.7,61.8,76.5,0,16.9,1,355
9827,Retention (anti-churn),355.2175284269843,355.2175284269843,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.03,0.9,12494,66.7,69.8,85.2,0,15.2,1,355
13676,Retention (anti-churn),354.2029060909648,354.2029060909648,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.03,0.96,11395,69.9,85.6,85.6,0,1.4,1,354
12780,Retention (anti-churn),354.25651993419405,354.25651993419405,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.02,0.85,19456,72.8,71.2,90.8,0,1.9,1,354
11516,Retention (anti-churn),354.1233943494689,354.1233943494689,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.07,0.24,4850,57.2,30.8,83.3,0,10.9,0,354
15997,Retention (anti-churn),353.0387259776395,353.0387259776395,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.05,0.68,6537,78.9,46.9,86.6,0,4.0,0,353
16326,Retention (anti-churn),352.90593819003664,352.90593819003664,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.04,0.7,8330,51.8,58.0,83.0,0,8.7,1,353
10520,Retention (anti-churn),353.1064114368625,353.1064114368625,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.06,0.72,6353,58.9,66.9,85.0,0,14.0,1,353
19359,Retention (anti-churn),353.2313530124223,353.2313530124223,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.08,0.51,4195,82.7,55.5,88.3,0,24.7,1,353
17872,Retention (anti-churn),351.64101753133303,351.64101753133303,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.02,0.92,22608,57.3,62.5,84.8,0,12.6,1,352
10118,Retention (anti-churn),351.6731094088097,351.6731094088097,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.07,0.26,5235,82.2,36.2,88.9,0,7.8,0,352
14233,Retention (anti-churn),352.3442823475911,352.3442823475911,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.07,0.73,5106,53.0,59.9,72.4,0,12.4,1,352
18509,Retention (anti-churn),350.9001303204348,350.9001303204348,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.07,0.54,4797,47.0,63.6,85.6,0,15.7,1,351
14111,Retention (anti-churn),350.8104676128222,350.8104676128222,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.02,0.96,23028,65.4,78.2,86.1,0,1.6,1,351
18699,Retention (anti-churn),350.8537208603415,350.8537208603415,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.03,0.52,10634,70.3,58.0,88.0,0,23.3,1,351
19096,Retention (anti-churn),351.38859504968883,351.38859504968883,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.06,0.5,5706,56.7,50.4,87.3,0,21.7,1,351
16394,Retention (anti-churn),350.96661868071067,350.96661868071067,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.04,0.32,7991,84.2,21.5,74.1,1,7.2,0,351
11530,Retention (anti-churn),350.2592856152127,350.2592856152127,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.01,0.89,27307,64.1,53.5,72.4,1,6.5,1,350
14397,Retention (anti-churn),349.5735096681613,349.5735096681613,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.11,0.14,3306,59.6,58.0,91.1,0,17.5,1,350
11946,Retention (anti-churn),349.69286696035465,349.69286696035465,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.07,0.66,5316,65.4,54.8,80.3,0,11.3,1,350
17623,Retention (anti-churn),350.05073336117516,350.05073336117516,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.04,0.87,9303,76.5,76.5,70.0,1,2.8,1,350
18079,Retention (anti-churn),350.49130881923224,350.49130881923224,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.04,0.97,10009,60.4,100.0,88.2,0,0.9,1,350
12913,Retention (anti-churn),349.53573273455237,349.53573273455237,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.06,0.83,5699,52.4,67.2,80.3,0,16.2,1,350
16451,Retention (anti-churn),350.36115475643135,350.36115475643135,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.03,0.66,10195,63.2,71.9,81.3,0,2.3,1,350
14732,Retention (anti-churn),349.7613946180328,349.7613946180328,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.04,0.61,8560,51.5,41.8,94.7,0,10.7,0,350
19138,Retention (anti-churn),349.5085833858804,349.5085833858804,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.04,0.97,9485,51.1,97.7,81.5,0,2.0,1,350
14706,Retention (anti-churn),348.93691387908973,348.93691387908973,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.04,0.98,9608,55.9,87.0,74.3,0,1.3,1,349
17830,Retention (anti-churn),349.11113695491326,349.11113695491326,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.09,0.21,4081,67.3,25.9,81.4,0,17.4,0,349
11787,Retention (anti-churn),349.1537301903323,349.1537301903323,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.03,0.98,10712,65.9,73.4,47.9,2,2.1,1,349
16722,Retention (anti-churn),348.5271026931631,348.5271026931631,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.03,0.97,12236,62.0,75.3,84.8,0,3.0,1,349
18132,Retention (anti-churn),348.78475875735364,348.78475875735364,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.03,0.89,10890,64.7,63.1,87.0,0,16.9,1,349
19140,Retention (anti-churn),348.10173330686587,348.10173330686587,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.02,0.76,16390,72.5,63.6,82.4,0,24.1,1,348
16542,Retention (anti-churn),347.87136107763746,347.87136107763746,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.25,0.34,1386,74.8,43.6,66.9,1,20.7,0,348
10064,Retention (anti-churn),347.8195462625554,347.8195462625554,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.03,0.98,13572,58.2,96.0,66.5,1,0.8,1,348
11067,Retention (anti-churn),348.3779127117766,348.3779127117766,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.11,0.86,3159,72.5,54.7,86.8,0,8.4,0,348
12274,Retention (anti-churn),348.4604557727526,348.4604557727526,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.08,0.49,4475,58.1,47.6,85.7,0,8.3,0,348
12907,Retention (anti-churn),348.4091278431901,348.4091278431901,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.06,0.94,5677,43.9,73.1,66.2,0,2.1,1,348
18526,Retention (anti-churn),347.06173061532996,347.06173061532996,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.02,0.97,22999,81.4,84.8,78.2,0,2.4,1,347
19264,Retention (anti-churn),347.1752757571839,347.1752757571839,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.05,0.28,7317,64.8,55.8,88.8,0,24.7,1,347
9612,Retention (anti-churn),347.19668138333475,347.19668138333475,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.12,0.28,2850,70.5,34.6,89.7,0,17.5,0,347
10544,Retention (anti-churn),346.82808406981786,346.82808406981786,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.05,0.69,6542,69.7,70.0,88.8,0,4.4,1,347
16465,Retention (anti-churn),346.96293049882763,346.96293049882763,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.04,0.95,8016,58.1,68.0,71.0,0,7.1,1,347
16645,Retention (anti-churn),346.57578711800045,346.57578711800045,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.05,0.55,6334,43.0,38.9,85.6,0,10.1,0,347
14322,Retention (anti-churn),347.4261687139231,347.4261687139231,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.04,0.78,7879,55.0,60.0,62.4,1,21.3,1,347
13610,Retention (anti-churn),347.16078725187623,347.16078725187623,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.01,0.99,34478,71.4,83.0,69.0,1,1.0,1,347
10075,Retention (anti-churn),345.86871380130304,345.86871380130304,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.02,0.95,15086,75.5,80.0,77.8,0,1.4,1,346
13286,Retention (anti-churn),346.3817462107742,346.3817462107742,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.05,0.36,6509,72.9,59.1,85.0,0,17.4,1,346
11354,Retention (anti-churn),345.76761995192555,345.76761995192555,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.02,0.96,13872,58.3,78.8,85.6,0,0.8,1,346
15450,Retention (anti-churn),345.7022789047402,345.7022789047402,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.02,0.88,20432,68.1,64.3,77.5,1,22.1,1,346
10897,Retention (anti-churn),345.72385763450734,345.72385763450734,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.06,0.66,5532,54.9,42.5,84.6,0,11.6,0,346
18286,Retention (anti-churn),345.6904650710501,345.6904650710501,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.04,0.91,9563,70.7,58.1,67.8,1,7.3,1,346
10007,Retention (anti-churn),346.22609548612036,346.22609548612036,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.04,0.93,8001,71.4,85.6,87.0,0,2.5,1,346
18760,Retention (anti-churn),346.2485911996044,346.2485911996044,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.02,0.93,22806,68.7,62.7,87.8,0,13.0,1,346
18095,Retention (anti-churn),345.223994184181,345.223994184181,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.02,0.89,17701,75.0,62.6,91.7,0,5.3,1,345
16382,Retention (anti-churn),344.9831779104931,344.9831779104931,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.09,0.23,3759,75.5,45.7,89.0,0,7.8,0,345
11359,Retention (anti-churn),344.92542495845,344.92542495845,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.01,0.99,25905,69.3,88.2,85.0,0,1.7,1,345
14082,Retention (anti-churn),345.229445913949,345.229445913949,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.05,0.76,6750,70.1,74.1,86.7,0,1.2,1,345
18883,Retention (anti-churn),344.76716518956556,344.76716518956556,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.07,0.37,4818,53.3,58.6,93.4,0,22.2,1,345
16991,Retention (anti-churn),344.72325766993623,344.72325766993623,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.03,0.79,11592,78.8,54.2,87.5,0,7.6,1,345
16505,Retention (anti-churn),345.38513998660886,345.38513998660886,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.08,0.7,4176,68.6,48.6,70.3,0,23.0,1,345
15213,Retention (anti-churn),344.69238516135084,344.69238516135084,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.09,0.19,3720,60.7,46.0,80.3,0,22.9,1,345
12799,Retention (anti-churn),345.32696567202754,345.32696567202754,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.06,0.77,6042,58.2,63.2,74.0,0,5.0,1,345
16449,Retention (anti-churn),344.34797011613495,344.34797011613495,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.03,0.99,11937,52.9,100.0,72.3,0,3.3,1,344
14986,Retention (anti-churn),344.4672668439799,344.4672668439799,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.03,0.98,11736,66.5,84.9,66.3,0,2.7,1,344
10225,Retention (anti-churn),344.17514142892406,344.17514142892406,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.06,0.73,5869,73.6,65.2,84.4,0,13.7,1,344
11140,Retention (anti-churn),344.1191246158224,344.1191246158224,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.13,0.23,2737,81.6,32.1,67.6,1,9.2,0,344
11592,Retention (anti-churn),343.9531956076666,343.9531956076666,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.02,0.82,21231,78.0,69.4,89.4,0,15.0,1,344
11719,Retention (anti-churn),343.8522693802391,343.8522693802391,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.01,0.95,27591,75.8,70.2,86.1,0,3.6,1,344
15262,Retention (anti-churn),344.44619373843665,344.44619373843665,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.04,0.93,9535,71.3,70.4,84.8,0,0.8,1,344
14053,Retention (anti-churn),343.36955207267476,343.36955207267476,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.03,0.86,11347,61.1,58.9,81.6,0,9.1,1,343
17815,Retention (anti-churn),343.3287546839443,343.3287546839443,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.03,0.88,10226,65.2,73.0,77.5,0,2.0,1,343
11095,Retention (anti-churn),342.86415192296266,342.86415192296266,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.04,0.87,9240,63.7,73.6,86.3,0,1.8,1,343
18072,Retention (anti-churn),342.6082800351124,342.6082800351124,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.05,0.73,6809,78.1,63.2,74.3,1,4.6,1,343
17818,Retention (anti-churn),343.40878642378254,343.40878642378254,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.09,0.06,4009,62.1,15.8,85.0,0,22.8,0,343
15345,Retention (anti-churn),343.4129275149204,343.4129275149204,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.03,0.85,10054,44.7,59.4,82.3,0,15.3,1,343
17300,Retention (anti-churn),341.51749429526404,341.51749429526404,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.1,0.37,3571,54.1,33.8,79.5,0,13.5,0,342
9776,Retention (anti-churn),341.8853747009692,341.8853747009692,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.06,0.73,5712,74.6,56.7,96.0,0,6.7,0,342
10760,Retention (anti-churn),342.13194727129314,342.13194727129314,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.05,0.6,6357,45.3,43.8,85.8,0,4.9,0,342
16628,Retention (anti-churn),340.5628670380877,340.5628670380877,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.05,0.88,6386,54.6,78.3,88.6,0,2.4,1,341
13783,Retention (anti-churn),340.67906120015107,340.67906120015107,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.03,0.92,11764,82.0,71.3,85.0,0,3.0,1,341
16019,Retention (anti-churn),340.5863684382945,340.5863684382945,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.06,0.64,5638,55.9,59.4,80.6,0,23.8,1,341
11893,Retention (anti-churn),341.0065862484781,341.0065862484781,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.09,0.77,3974,54.9,47.7,78.1,0,10.8,0,341
18787,Retention (anti-churn),341.08299805382114,341.08299805382114,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.03,0.89,11929,43.9,82.2,82.6,0,3.5,1,341
14355,Retention (anti-churn),340.7159132181599,340.7159132181599,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.03,0.64,10889,71.4,51.7,84.2,0,21.6,1,341
17323,Retention (anti-churn),340.31908677883195,340.31908677883195,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.03,0.97,9753,79.0,100.0,73.6,0,2.4,1,340
14684,Retention (anti-churn),340.0274054139346,340.0274054139346,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.12,0.4,2808,63.8,44.4,79.5,1,13.8,0,340
13100,Retention (anti-churn),339.66128891751094,339.66128891751094,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.04,0.91,7781,70.3,73.2,84.4,0,2.4,1,340
19240,Retention (anti-churn),339.4000793643004,339.4000793643004,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.04,0.98,8247,79.3,87.8,78.5,0,3.1,1,339
12320,Retention (anti-churn),338.90584993988784,338.90584993988784,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.07,0.3,4914,55.6,58.1,95.5,0,22.1,1,339
10036,Retention (anti-churn),338.5238899589692,338.5238899589692,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.03,0.98,12555,50.9,74.8,80.3,0,3.5,1,339
18348,Retention (anti-churn),338.263172088378,338.263172088378,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.03,0.85,10018,60.6,79.5,81.2,0,0.7,1,338
12429,Retention (anti-churn),337.5878963598301,337.5878963598301,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.02,0.99,18208,67.0,79.1,73.2,0,2.2,1,338
11018,Retention (anti-churn),337.3716897783259,337.3716897783259,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.03,0.97,11265,57.8,82.7,84.4,0,0.8,1,337
10699,Retention (anti-churn),337.35890549459725,337.35890549459725,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.07,0.72,4619,63.1,83.1,86.7,0,2.0,1,337
16476,Retention (anti-churn),336.6388514565242,336.6388514565242,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.03,0.96,11326,72.8,100.0,79.8,0,3.2,1,337
16971,Retention (anti-churn),336.5876290744992,336.5876290744992,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.04,0.88,8710,68.2,74.9,91.4,0,2.2,1,337
16584,Retention (anti-churn),336.56031924731263,336.56031924731263,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.01,1.0,27821,49.5,96.1,49.2,2,2.8,1,337
14889,Retention (anti-churn),336.8082945309204,336.8082945309204,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.07,0.58,5055,51.1,62.2,81.5,0,9.6,1,337
19181,Retention (anti-churn),336.7146617005849,336.7146617005849,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.03,0.63,12610,76.0,46.7,84.5,0,19.5,1,337
17657,Retention (anti-churn),337.17026948038114,337.17026948038114,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.08,0.2,4142,66.8,37.4,97.1,0,22.6,0,337
11001,Retention (anti-churn),337.35422459263583,337.35422459263583,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.06,0.9,5411,63.3,65.3,77.5,0,10.8,1,337
10802,Retention (anti-churn),336.2376635656212,336.2376635656212,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.03,0.88,12859,51.3,69.6,83.9,0,9.1,1,336
12590,Retention (anti-churn),335.7744356489864,335.7744356489864,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.03,0.91,9981,55.6,76.2,77.8,0,1.9,1,336
